"","datetime","city","country","shape"
"13846",1999-11-23,"pekin","us","cigar"
"87746",1999-09-05,"berkeley","us","cigar"
"86501",2002-09-28,"honolulu","us","fireball"
"85564",2013-09-23,"las vegas","us","light"
"38550",2012-03-04,"hollywood","us","other"
"41982",2014-04-19,"kodiak","us","sphere"
"85062",2001-09-22,"livermore","us","sphere"
"17440",2007-11-07,"springfield","us","triangle"
"9792",2013-11-12,"santa fe","us","unknown"
"8472",1999-11-10,"st. louis","us",NA
"76950",1995-08-25,"bothell","us",NA
"79069",2007-08-04,"wilmington","us","fireball"
"74597",2012-08-17,"canton","us","light"
"64469",1998-07-19,"calgary and black diamond (between) (canada)",NA,"diamond"
"36635",2004-03-22,"greenville","us","egg"
"42004",2014-04-19,"anchorage","us","flash"
"35878",2003-03-19,"canberra (australia)","au","cigar"
"80899",2000-09-11,"donegal town (republic of ireland)",NA,"light"
"3827",2006-10-21,"salinas","us","circle"
"22046",2008-12-22,"seattle","us","circle"
"29234",2014-02-13,"salem","us","circle"
"46042",1974-05-01,"ft. bragg",NA,"circle"
"60479",2013-06-08,"prior lake","us","circle"
"20185",1982-12-15,"sanford","us","disk"
"52186",1969-06-01,"lawrenceburg","us","disk"
"26883",2009-01-31,"canyon lake","us","fireball"
"40773",2012-04-14,"ben lomond","us","fireball"
"87196",2011-09-30,"vancouver","us","fireball"
"26787",1996-01-31,"buckhead ridge","us","light"
"26806",2002-01-31,"reagan","us","light"
"41491",2002-04-17,"san antonio","us","light"
"42577",2010-04-02,"mandeville","us","light"
"44036",2005-04-29,"playa del carmen (mexico)",NA,"light"
"58923",2001-06-30,"minnesota (unspecified location)",NA,"light"
"86596",2010-09-28,"galesburg","us","oval"
"33312",2014-02-08,"new york city (brooklyn)","us","sphere"
"40080",2004-04-01,"azusa","us","sphere"
"23236",1996-12-28,"rockford","us","triangle"
"26116",2005-01-28,"mesa","us","triangle"
"15326",2006-11-30,"fort lewis",NA,"unknown"
"22461",2008-12-24,"rochester","us","other"
"60951",2010-07-10,"clark","us","cigar"
"29387",2009-02-14,"phoenix","us","disk"
"11568",2006-11-18,"los angeles","us","fireball"
"39396",2004-03-09,"tom","us","oval"
"79806",2003-08-07,"maine (northern part)","us","sphere"
"55685",2005-06-19,"mesa","us","triangle"
"87512",2001-09-04,"crescent city","us","rectangle"
"27180",2003-01-04,"rosswood (canada)","ca","circle"
"48745",2013-05-22,"pittsburg","us","disk"
"52108",1966-06-01,"old washoe city",NA,"disk"
"27619",2009-01-06,"rancho cucamonga","us","light"
"58485",1960-06-30,"albertson","us",NA
"73369",1967-08-15,"gula",NA,"circle"
"23794",1998-12-31,"burnt hills","us","light"
"6825",2011-10-03,"sault ste. marie",NA,"changing"
"2257",2002-10-15,"darwin (nt&#44 australia)","au","chevron"
"26233",2011-12-08,"downingtown","us","circle"
"34414",2014-03-12,"ninilchik","us","circle"
"48773",2000-05-23,"tulsa","us","circle"
"28927",2001-02-12,"vancouver","us","egg"
"29249",1974-02-14,"woodlawn","us","fireball"
"13448",2011-01-12,"onamia","us","flash"
"39346",1998-03-09,"butte county",NA,"light"
"31072",1986-02-22,"portsmouth","us","other"
"77912",2013-08-28,"o&#39fallon","us","other"
"83557",1999-09-18,"catalina (35 mi north of tucson)","us","sphere"
"45358",2011-04-08,"auburn","us","triangle"
"82152",2010-09-13,"sioux falls","us","triangle"
"18202",2005-11-09,"mt carmel","us","unknown"
"53998",1963-06-15,"sacramento","us","cylinder"
"54070",1968-06-15,"baytown","us","cigar"
"54074",1968-06-15,"oak cliff","us","disk"
"51508",2013-05-09,"bowling green","us","fireball"
"1638",1999-10-14,"prescott","us","light"
"25477",2007-01-26,"provo","us","light"
"286",2012-10-10,"rancho mirage","us","rectangle"
"10648",2011-11-15,"harrisburg","us","sphere"
"10994",2004-11-16,"newport","us","triangle"
"36195",2012-03-20,"winnpeg (canada)",NA,"unknown"
"75411",2004-08-20,"granada (spain)",NA,"unknown"
"62309",2008-07-13,"stedman","us","disk"
"52449",1979-06-01,"farmington","us","rectangle"
"14162",2011-11-24,"phoenix","us","triangle"
"29389",2009-02-14,"wenatchee","us","changing"
"55113",2011-06-16,"doylestown","us","changing"
"60034",2011-06-06,"ottawa lake",NA,"changing"
"27685",2013-01-06,"ogden","us","cigar"
"28663",1979-02-01,"lake arrowhead","us","circle"
"52864",1996-06-01,"colne (uk/england)","gb","circle"
"55959",1999-06-20,"port hadlock","us","circle"
"75339",1999-08-20,"white city","us","circle"
"75709",2004-08-21,"tinley park","us","circle"
"88779",2009-09-09,"south elgin","us","circle"
"74106",2013-08-15,"warm springs","us","cylinder"
"21501",1998-12-21,"rupert (5 miles north of)","us","disk"
"37305",2004-03-26,"bradenton","us","disk"
"41450",1992-04-17,"billings","us","disk"
"58572",1969-06-30,"christmas valley","us","disk"
"3160",2013-10-18,"sarasota","us","fireball"
"81370",1999-09-01,"orland","us","fireball"
"37163",2006-03-25,"prairie grove","us","flash"
"37164",2006-03-25,"summers","us","flash"
"8265",2003-01-10,"busselton (australia)","au","light"
"12045",1994-01-01,"honolulu","us","light"
"12399",2010-01-01,"walsall (uk/england)","gb","light"
"24030",2011-12-31,"prescott/prescott valley",NA,"light"
"24994",1999-12-05,"lutz","us","light"
"43073",2002-04-24,"bellflower","us","light"
"79595",2008-08-06,"irvine","us","light"
"83408",2007-09-17,"santa barbara","us","light"
"83887",2005-09-19,"patras (greece)",NA,"light"
"42117",2005-04-20,"glasgow (uk/scotland)","gb","other"
"60931",2010-07-10,"o&#39fallon","us","other"
"84964",2012-09-02,"winnipeg (canada)","ca","other"
"59395",2013-06-03,"algodones","us","oval"
"74626",2013-08-17,"madison","us","rectangle"
"77687",1994-08-28,"helsinki (finland)",NA,"rectangle"
"19049",2012-12-11,"lisbon","us","sphere"
"50696",2004-05-05,"l.as vegas","us","teardrop"
"1796",2011-10-14,"scottsdale","us","triangle"
"1797",2011-10-14,"elmer","us","triangle"
"3218",2001-10-19,"phoenix","us","triangle"
"9571",1996-11-12,"donnelly","us","triangle"
"50868",1998-05-06,"manito (2 miles north of)","us","triangle"
"26109",2005-01-28,"blaine","us","unknown"
"33248",NA,"sanya (china)",NA,"unknown"
"65688",2011-07-22,"huntersville","us",NA
"27894",2012-01-07,"southbury","us","other"
"81460",2004-09-01,"brooklyn","us","sphere"
"78161",1998-08-30,"st. augustine","us","triangle"
"76989",2001-08-25,"deer park","us","light"
"34761",2004-03-14,"death valley",NA,"oval"
"12923",2011-11-20,"snohomish","us",NA
"62192",2001-07-13,"la veta","us","changing"
"18416",2013-11-09,"farmingdale","us","fireball"
"41679",2002-04-18,"whittier","us","light"
"65579",2003-07-22,"washington&#44 d.c.",NA,"chevron"
"28007",2006-01-08,"sequim","us","other"
"81742",1999-09-12,"pagosa springs","us","cigar"
"86482",2001-09-28,"davison","us","cigar"
"27986",2003-01-08,"mountlake terrace (seattle)","us","circle"
"38555",2012-03-04,"tomball","us","circle"
"10475",2002-11-15,"mexico city (mexico)",NA,"egg"
"9153",2001-01-11,"pueblo","us","fireball"
"7476",2011-10-06,"newburgh","us","light"
"29156",2007-02-13,"sandy springs","us","light"
"35176",2006-03-15,"arlington","us","light"
"71681",2011-08-11,"bend","us","light"
"75814",2009-08-21,"macomb twp",NA,"other"
"82703",1997-09-15,"colorado springs","us","rectangle"
"10456",2001-11-15,"enumclaw","us","sphere"
"14323",2006-11-25,"san bernadino mtns. (twin peaks)",NA,"triangle"
"62263",2005-07-13,"andrews","us","unknown"
"898",2006-10-01,"tin cup",NA,"changing"
"7508",2012-10-06,"luray","us","triangle"
"24506",2012-01-23,"west virginia",NA,"other"
"86767",2003-09-29,"yellowstone national park",NA,"sphere"
"73023",2013-08-13,"cannon beach","us","circle"
"62200",2001-07-13,"wooster","us","circle"
"54910",2011-06-15,"corydon","us","light"
"83260",2012-09-16,"reno","us","light"
"52999",1999-06-01,"rocky hill","us","sphere"
"10231",2012-11-14,"taunton","us","triangle"
"10141",2005-11-14,"fullerton","us","circle"
"51487",2010-05-09,"escondido","us","diamond"
"36678",2009-03-22,"gold coast (australia)","au","fireball"
"73263",2011-08-14,"baraboo","us","fireball"
"31240",2014-02-22,"chico","us","light"
"25340",1997-12-06,"birkenhead (uk/england)","gb","other"
"53796",2006-06-14,"davenport","us","oval"
"83200",2007-09-16,"endicott","us","teardrop"
"61399",1978-07-01,"edina","us","triangle"
"62003",2006-07-12,"sierra vista","us","changing"
"86250",2013-09-26,"centreville","us","changing"
"12805",2002-11-20,"portsmouth","us","cigar"
"13007",2002-11-21,"vinita","us","cigar"
"29626",2003-02-15,"birmingham (uk/england)","gb","flash"
"49377",2013-05-26,"perham","us","light"
"69115",2010-07-04,"belmont","us","fireball"
"51654",2002-06-10,"portchester (uk/england)","gb","light"
"16607",2008-01-15,"sugarcreek","us","triangle"
"80610",2000-09-10,"bradford/baildon moor (uk/england)",NA,"cigar"
"53261",2013-06-01,"palo","us","unknown"
"7046",2012-10-04,"baltimore city",NA,"disk"
"87060",2005-09-30,"new york city (manhattan)","us","other"
"27288",2011-01-04,"harrodsburg","us","triangle"
"82321",2005-09-14,"vincennes","us","changing"
"44677",1984-04-05,"arlington","us","triangle"
"14768",2013-11-27,"oklahoma city/weatland",NA,"flash"
"57371",1972-06-25,"albany","us","cigar"
"16599",2007-01-15,"liberty","us","unknown"
"32578",2009-02-04,"north mobile county","us","cigar"
"10193",2009-11-14,"la crosse","us","cross"
"10241",2012-11-14,"sacramento","us","fireball"
"26046",2002-12-08,"bellingham","us","other"
"52310",1975-06-01,"kenmore","us","oval"
"70369",2000-07-07,"red rock canyon",NA,"oval"
"7073",2013-10-04,"salem","us","triangle"
"8649",2012-11-10,"vidalia","us","triangle"
"62539",2002-07-14,"salem","us","circle"
"62540",2002-07-14,"windsor (canada)","ca","circle"
"29614",2003-02-15,"virginia beach","us","flash"
"35995",2012-03-19,"boise","us","light"
"25863",2010-12-07,"tacoma","us","other"
"3234",2003-10-19,"center","us","oval"
"19332",2005-12-01,"edmond","us","unknown"
"4176",1999-10-22,"ripley","us","rectangle"
"21981",1999-12-22,"clinton","us","light"
"68464",1997-07-04,"elmwood","us","light"
"41488",2002-04-17,"san jose","us","circle"
"30717",2001-02-21,"grand ronde","us","disk"
"69515",2013-07-04,"osceola mills","us","fireball"
"56829",2013-06-22,"northampton","us","oval"
"32348",2003-02-03,"houston (canada)","ca","oval"
"36591",1996-03-22,"maple valley","us","oval"
"72316",1963-08-12,"riverside","us","disk"
"7513",2012-10-06,"torrington","us","changing"
"70189",2013-07-06,"des moines","us","triangle"
"25590",2012-12-06,"independence","us","light"
"17710",2003-11-08,"meriden","us","light"
"84160",1994-09-20,"dickson city","us","fireball"
"2470",2012-10-15,"tooele","us","cigar"
"17001",2007-11-06,"bowling green","us","light"
"77887",2011-08-28,"carbon hill","us","fireball"
"68168",2010-07-03,"federal way","us","light"
"74251",2004-08-16,"phoenix","us","triangle"
"41469",2000-04-17,"santa fe","us","cylinder"
"26766",2014-01-30,"alanson","us","disk"
"68236",2011-07-03,"grand junction","us","fireball"
"60152",2004-06-07,"temple city","us","formation"
"19411",2009-01-21,"hermitage","us","other"
"85897",2006-09-25,"tualatin","us","oval"
"46109",1994-05-01,"glencoe","us","sphere"
"57590",2012-06-25,"ocean city","us","sphere"
"3319",2010-10-19,"riverdale","us","light"
"51710",2007-06-10,"saint paul","us","diamond"
"81116",2012-09-11,"hornepayne (canada)","ca","flash"
"65995",1999-07-24,"philadelphia","us","flash"
"67338",2006-07-29,"sonoma","us","circle"
"18586",2008-01-20,"east dublin","us","oval"
"20557",2006-12-16,"canton","us","sphere"
"20618",2011-12-16,"cooksville",NA,"sphere"
"21306",1971-12-20,"mountainview",NA,"triangle"
"21855",2009-12-02,"fort greely",NA,"triangle"
"32166",2006-02-28,"taos","us","triangle"
"37654",2009-03-28,"perris","us","triangle"
"33804",2005-03-11,"canton","us","unknown"
"38777",1997-03-06,"las vegas","us",NA
"76597",2012-08-23,"laguna beach","us","formation"
"7922",2012-10-08,"waterbury","us","cross"
"7432",2007-10-06,"woodstock","us","triangle"
"56025",2004-06-20,"seattle (university district)","us","triangle"
"64742",1993-07-20,"honolulu","us","unknown"
"71948",1989-08-01,"yountville","us","disk"
"73439",1976-08-15,"fort alexander (canada)",NA,"circle"
"43529",2012-04-26,"pella","us","disk"
"83448",2009-09-17,"scarborough (canada)","ca","changing"
"7329",1992-10-06,"prishtina",NA,"circle"
"27558",2001-01-06,"purmerend (netherlands)",NA,"formation"
"55963",1999-06-20,"las vegas","us","oval"
"29478",1931-02-15,"holyoke (6-8 miles southwest of)","us","oval"
"32240",2013-02-28,"nampa","us","circle"
"39451",2010-03-09,"bethlehem","us","changing"
"41080",2006-04-15,"mays landing","us","cigar"
"48329",2005-05-21,"oxnard","us","circle"
"82253",1999-09-14,"federal way","us","cylinder"
"2477",2012-10-15,"velarde","us","flash"
"55702",2005-06-19,"washougal","us","other"
"36310",2005-03-21,"cook county","us","triangle"
"76078",2010-08-02,"lake elsinore","us","cigar"
"5590",2004-10-28,"gusum (sweden)",NA,"circle"
"3374",2013-10-19,"brownsville","us","disk"
"47874",2004-05-19,"tulsa","us","disk"
"80530",2013-08-09,"towson","us","fireball"
"5159",2001-10-26,"tulsa","us","light"
"13729",2010-11-22,"west des moines","us","light"
"87195",2011-09-30,"vancouver","us","light"
"76",1997-10-10,"austin","us","other"
"7741",1973-10-08,"atwater","us","other"
"28827",2011-02-01,"tucson","us","other"
"41773",2012-04-18,"dayton","us","other"
"38525",2009-03-04,"hartsdale","us","triangle"
"43953",1974-04-29,"port everglades/fort lauderdale",NA,"unknown"
"84414",2012-09-20,"owings mills","us","unknown"
"87136",2007-09-30,"mercersburg","us","unknown"
"88385",1999-09-08,"andover","us","unknown"
"63634",2012-07-15,"king&#39s canyon park",NA,NA
"52631",1987-06-01,"ithaca","us","other"
"66423",2010-07-25,"st. louis (sappington/crestwood)","us","light"
"12127",2000-01-01,"erath","us","egg"
"31049",2014-02-02,"rothwell (uk/england)","gb","oval"
"9632",2004-11-12,"san francisco","us","unknown"
"26805",2002-01-31,"oklahoma city","us","cone"
"32644",2014-02-04,"west friendship area",NA,"sphere"
"37261",1991-03-26,"wishek","us","sphere"
"60714",1968-07-10,"quantico marine base",NA,"cigar"
"33871",2011-03-11,"colleyville","us","cone"
"50506",2008-05-04,"levittown","us","disk"
"87026",2002-09-30,"euclid","us","disk"
"72810",2002-08-13,"schoorl (netherlands)",NA,"disk"
"22009",2003-12-22,"carlsbad","us","other"
"52878",1996-06-01,"san marcos","us","oval"
"24012",2011-12-31,"alton bay","us","sphere"
"74796",2007-08-18,"abadania (brazil)",NA,"light"
"13355",2008-01-12,"chesterfield inlet (canada)","ca","fireball"
"21369",2003-12-20,"chelsea (pontiac) (canada)",NA,"triangle"
"61022",2013-07-10,"london (canada)","ca","light"
"87099",2005-09-30,"tinley park","us","unknown"
"49129",2006-05-25,"muscatine","us","rectangle"
"14138",2008-11-24,"kansas city","us","triangle"
"74957",1997-08-19,"south normanton&#44 derbys (uk/england)",NA,"changing"
"3591",2006-10-20,"bellevue","us","chevron"
"82016",2000-09-13,"sikeston","us","cigar"
"54503",1996-06-15,"chapel hill","us","circle"
"73083",2001-08-14,"jupiter","us","teardrop"
"85194",2008-09-22,"corvallis","us","teardrop"
"15046",2013-11-28,"sobieski","us","fireball"
"83332",2002-09-17,"columbiana","us","fireball"
"8919",2012-11-11,"gastonia","us","sphere"
"45040",2014-04-06,"paris","us","sphere"
"69892",2011-07-05,"montgomery","us","sphere"
"72650",2011-08-12,"mandeville","us","sphere"
"72664",2012-08-12,"edmonds","us","sphere"
"74130",2013-08-15,"lake wales","us","sphere"
"25570",2012-01-26,"cary","us","unknown"
"74698",2000-08-18,"warrington","us","chevron"
"62217",2002-07-13,"lawrence","us","cigar"
"6748",2006-10-03,"glasgow (uk/scotland)","gb","fireball"
"83409",2007-09-17,"bodega bay","us","cigar"
"13675",2006-11-22,"pontiac","us","light"
"37841",2011-03-29,"halifax (canada)","ca","light"
"52486",1980-06-01,"marlow heights","us","light"
"7390",2004-10-06,"monroeville","us","triangle"
"73169",2007-08-14,"south charleston","us","triangle"
"62234",2003-07-13,"new york city (brooklyn)","us","sphere"
"2720",2013-10-16,"fort worth","us","cylinder"
"10226",2012-11-14,"cape coral","us","sphere"
"65460",2011-07-02,"friendship","us","sphere"
"50527",2011-05-04,"naperville","us","changing"
"61185",2010-07-11,"tightwad","us","light"
"41269",2004-04-16,"orlando","us","oval"
"85618",2003-09-24,"colorado springs","us","sphere"
"3911",2011-10-21,"florence","us","teardrop"
"33747",1999-03-11,"santa rosa","us","triangle"
"33771",2002-03-11,"sebastian","us","triangle"
"70054",2004-07-06,"las vegas","us","triangle"
"1647",2000-10-14,"escondido","us","unknown"
"87868",2010-09-05,"kalama","us","unknown"
"21441",2011-12-20,"crooked river ranch","us",NA
"58736",1984-06-30,"oakhill",NA,"circle"
"14529",2009-11-26,"venice","us","changing"
"12737",1990-11-20,"roanoke","us","light"
"73482",1979-08-15,"gaithersburg","us","circle"
"72231",2009-08-01,"oakville (canada)","ca","fireball"
"76105",2012-08-02,"chicago","us","cigar"
"38893",2010-03-06,"englewood","us","circle"
"66456",2012-07-25,"king george","us","circle"
"64652",2013-07-19,"troy","us","fireball"
"73710",1999-08-15,"gila bend/yuma (between)",NA,"fireball"
"7572",2000-10-07,"vallejo","us","teardrop"
"49238",1995-05-26,"rochester hills","us","triangle"
"56541",2011-06-02,"montclair","us","triangle"
"40168",2011-04-01,"fort myers","us","unknown"
"64462",1995-07-19,"pacific","us",NA
"79085",2008-08-04,"yelm","us",NA
"43237",1974-04-25,"brooksville","us","disk"
"87045",2004-09-30,"angola","us","disk"
"75225",1960-08-20,"pittsburgh","us","sphere"
"87783",2003-09-05,"south bend","us",NA
"8900",2012-11-11,"omaha","us","disk"
"2216",2001-10-15,"layton","us","sphere"
"67586",2005-07-30,"innisfail (canada)","ca","triangle"
"20045",2004-12-14,"tremont","us","light"
"36619",2002-03-22,"hamilton (canada)","ca","teardrop"
"87841",2008-09-05,"pecos","us","circle"
"58067",2003-06-28,"milford","us","unknown"
"62054",2008-07-12,"calgary (canada)","ca","unknown"
"62063",2009-07-12,"oceanside","us","unknown"
"18664",2013-01-20,"phoenix","us","circle"
"33601",2006-03-10,"whittier","us","circle"
"48758",1977-05-23,"mettacahonts","us","circle"
"50242",2013-05-31,"vancouver","us","circle"
"62529",2002-07-14,"taylorville","us","circle"
"55861",1974-06-20,"ashland","us","disk"
"79063",2006-08-04,"o&#39fallon","us","disk"
"68734",2007-07-04,"clarklake","us","formation"
"42469",2014-04-21,"quezon city (philippines)",NA,"light"
"46226",2005-05-01,"roman nose state park",NA,"other"
"45042",2014-04-06,"danbury","us","sphere"
"79213",1961-08-05,"pittsburgh","us","sphere"
"45900",2005-05-11,"san anselmo","us","unknown"
"79673",2012-08-06,"fishkill","us","light"
"39884",2012-04-11,"clarksburg","us","circle"
"34492",1997-03-13,"tucson","us","light"
"79377",2009-08-05,"valrico","us","cigar"
"47877",2004-05-19,"fairmont","us","circle"
"34913",1966-03-15,"ft. worth area",NA,"cylinder"
"82262",2000-09-14,"houston","us","cylinder"
"5407",2007-10-27,"tampa","us","disk"
"40988",2000-04-15,"torrance","us","disk"
"26412",2003-01-29,"los angeles","us","egg"
"39817",2007-04-11,"northampton","us","egg"
"2726",2013-10-16,"meridian","us","formation"
"15207",2013-11-29,"mar del plata (argentina)",NA,"light"
"51431",2006-05-09,"los altos hills","us","light"
"66621",2006-07-26,"seattle","us","light"
"3067",2006-10-18,"waterford","us","triangle"
"22085",2012-12-22,"windsor (canada)","ca","unknown"
"45954",2011-05-11,"harrington","us","unknown"
"22750",2008-12-25,"erie","us","circle"
"58745",1985-06-30,"paterson","us","disk"
"48790",2003-05-23,"south gate","us","fireball"
"74115",2013-08-15,"roseau (west indies; dominica)",NA,"fireball"
"43217",2014-04-24,"albuquerque","us","light"
"65814",2003-07-23,"mississauga (canada)","ca","light"
"27468",2008-01-05,"kingfisher","us","unknown"
"72971",2011-08-13,"dennis port (cape cod)","us","unknown"
"42672",1998-04-22,"reno","us","unknown"
"46562",2013-05-12,"dedham","us","cigar"
"75235",1967-08-20,"huron","us","cigar"
"33417",2006-02-09,"federal way","us","cylinder"
"71109",1972-08-10,"cincinnati","us","diamond"
"31297",1999-02-23,"north carolina (southeast part)",NA,"sphere"
"31318",2002-02-23,"leonardtown","us","sphere"
"8789",2003-11-11,"williamstownm",NA,"triangle"
"2432",2010-10-15,"cedarville","us","unknown"
"34484",1997-03-13,"phoenix","us","rectangle"
"29263",1996-02-14,"new gretna","us","changing"
"38957",1998-03-07,"naples","us","cone"
"11472",2001-11-18,"aurora","us","light"
"62631",2009-07-14,"inver grove heights","us","light"
"84439",1956-09-21,"greenwich","us","light"
"3554",2004-10-20,"toronto (canada)","ca","triangle"
"83768",2013-09-18,"newfield","us",NA
"26164",2007-12-08,"carpinteria/santa barbara",NA,"unknown"
"12266",2007-01-01,"seattle","us","other"
"57702",2004-06-26,"lancaster","us","light"
"8555",2006-11-10,"fort lauderdale (near)","us","triangle"
"5979",2013-10-29,"manistee","us","unknown"
"61300",1963-07-01,"new york city (brooklyn)","us","oval"
"17725",2003-01-18,"yucca valley (rural)","us","diamond"
"87948",1993-09-06,"seattle","us","triangle"
"48827",2006-05-23,"moulton","us","light"
"68492",1997-07-04,"collinsville","us","light"
"83922",2008-09-19,"lake havasu city","us","unknown"
"9289",2006-11-01,"milton","us","light"
"28536",2004-02-11,"bayonne","us","oval"
"85516",2012-09-23,"colorado springs","us","triangle"
"11069",2011-11-16,"kayenta","us","unknown"
"56434",1989-06-02,"macon","us","circle"
"65658",2010-07-22,"emerald isle","us","circle"
"71684",2011-08-11,"west salem","us","circle"
"77368",2010-08-26,"park city","us","circle"
"77407",2012-08-26,"green oak twp",NA,"circle"
"83573",2001-09-18,"phoenix","us","circle"
"63316",2001-07-15,"arlington heights","us","egg"
"18965",2004-12-11,"hagerstown","us","flash"
"35038",1999-03-15,"shelby township",NA,"light"
"31293",1999-02-23,"los alamitos","us","other"
"62619",2008-07-14,"prescott","us","oval"
"85041",2000-09-22,"louisville","us","teardrop"
"48074",1999-05-20,"panama city","us","triangle"
"6668",1999-10-03,"battle ground/vancouver",NA,"circle"
"11362",2011-11-17,"lake havasu city","us","changing"
"31411",2012-02-23,"sumter","us","cross"
"66633",2007-07-26,"west unity","us","triangle"
"8575",2008-11-10,"uniontown","us","changing"
"50963",2008-05-06,"chicago","us","changing"
"56224",1998-06-21,"san bruno","us","disk"
"9395",2010-11-01,"los angeles","us","formation"
"66718",2013-07-26,"florence (near)","us","light"
"33388",2003-02-09,"windham","us","other"
"30531",2002-02-20,"geneva","us","sphere"
"25457",2006-12-06,"maricopa","us","triangle"
"71771",2013-08-11,"wichita","us","triangle"
"83453",2009-09-17,"williamsville","us","triangle"
"59776",2013-06-05,"newington","us","unknown"
"62749",1949-07-15,"booneville","us","unknown"
"305",2013-10-10,"hudson","us","light"
"64511",2003-07-19,"burlington (canada)","ca","fireball"
"21152",NA,"santa barbara","us","chevron"
"15741",2012-11-03,"danbury","us","fireball"
"50889",2001-05-06,"oakland","us","formation"
"2146",1998-10-15,"warwick","us","other"
"2210",2000-10-15,"greensboro","us","oval"
"35930",2008-03-19,"san francisco","us",NA
"41921",2008-04-19,"silk hope (near)","us","disk"
"58152",2010-06-28,"platteville","us","cigar"
"36280",2002-03-21,"san anselmo","us","chevron"
"36774",1998-03-23,"lichfield (near); staffordshire (uk/england)","gb","cigar"
"64690",1974-07-20,"woodbridge","us","disk"
"66363",2008-07-25,"surfside beach","us","flash"
"13220",2002-11-02,"chester","us","other"
"88433",2002-09-08,"fallon","us","triangle"
"16732",2012-01-15,"orlando","us","light"
"13645",2005-11-22,"elk park","us","triangle"
"46901",1954-05-15,"corvallis (near; small town of alsea)","us","diamond"
"84636",2011-09-21,"grand rapids","us","oval"
"17369",2005-01-17,"helsinki (finland)",NA,"other"
"28916",1999-02-12,"palmyra","us","sphere"
"30270",2011-02-18,"quartzsite","us","formation"
"26290",2013-12-08,"hillsboro","us","unknown"
"35642",2012-03-17,"gonzales","us","light"
"63189",1997-07-15,"fairfield","us","sphere"
"70858",2013-07-08,"sacramento","us","circle"
"63502",2007-07-15,"hamburg (germany)","de","fireball"
"55450",2003-06-18,"shell beach","us","triangle"
"2266",2002-10-15,"los angeles","us","triangle"
"21208",2007-01-02,"painted post","us","light"
"51806",1981-06-11,"providence","us","diamond"
"76535",2009-08-23,"little compton","us","fireball"
"39943",1967-04-01,"tampa (18 miles of) ??",NA,"light"
"72841",2005-08-13,"woodstock/harvard",NA,"light"
"24286",2001-12-03,"zanesville","us","triangle"
"80202",2008-08-08,"southampton","us","triangle"
"81922",2011-09-12,"providence","us","triangle"
"75783",2007-08-21,"cherry hill","us","unknown"
"18069",2014-01-18,"wichita","us","light"
"69340",2012-07-04,"springfield","us","fireball"
"73875",2004-08-15,"spring valley","us","light"
"71526",2001-08-11,"mulino","us","light"
"71528",2002-08-11,"rochester","us","light"
"86024",1996-09-26,"breckenridge","us","changing"
"32810",2014-02-05,"wahiawa","us","circle"
"43977",2001-04-29,"englewood","us","light"
"75390",2002-08-20,"milan","us","light"
"5259",2010-10-26,"rock hill","us","other"
"14369",2010-11-25,"greeneville","us","other"
"6768",2007-10-03,"crossville","us","circle"
"26295",2013-12-08,"homosassa","us","light"
"36112",2007-03-20,"davenport","us","light"
"76652",1995-08-24,"den haag (netherlands)",NA,"other"
"58763",1987-06-30,"palm springs","us",NA
"82450",2013-09-14,"morro bay","us","fireball"
"40242",1998-04-12,"yucaipa","us","light"
"58726",1983-06-30,"caribbean sea",NA,"sphere"
"72286",2012-08-01,"bedford","us","sphere"
"38083",2014-03-30,"cumming","us","triangle"
"14785",1995-11-28,"palm springs","us",NA
"26281",2012-01-28,"rexburg","us",NA
"33575",2004-03-10,"gallup","us","light"
"87304",2004-09-03,"akureyri (iceland)",NA,"light"
"25642",2014-01-26,"north arlington","us","triangle"
"27892",2012-01-07,"aventura","us","fireball"
"9483",2012-01-11,"gulf of mexico",NA,"formation"
"15505",2002-01-13,"denver","us","other"
"69945",2013-07-05,"chelan","us","light"
"61282",1955-07-01,"dierks","us","cigar"
"14698",2007-11-27,"suwanee/gwinnett county",NA,"light"
"74409",1987-08-17,"jakes corners",NA,"light"
"66290",2002-07-25,"shirley","us","light"
"53033",1999-06-01,"corpus christi","us","other"
"59629",2002-06-05,"bethel","us","other"
"31614",1968-02-25,"ironwood","us","sphere"
"44325",2014-04-30,"camano island",NA,"fireball"
"20244",1998-12-15,"hinton","us","light"
"63206",1997-07-15,"lake fork",NA,"light"
"45312",2006-04-08,"oley","us","sphere"
"56675",2004-06-22,"san antonio","us","changing"
"17395",2005-11-07,"denham springs","us","disk"
"4146",2013-10-02,"sherwood/north little rock",NA,"other"
"12735",1985-11-20,"south milwaukee","us","light"
"78594",2009-08-31,"orleans (canada)","ca","sphere"
"10523",2004-11-15,"st. joseph","us","cylinder"
"5846",2005-10-29,"surprise","us","light"
"88424",2002-09-08,"granby","us","oval"
"56462",2002-06-02,"evanston","us","triangle"
"34518",2000-03-13,"charleston","us","circle"
"12741",1991-11-20,"winnipeg (canada)","ca","light"
"25031",2002-01-25,"avondale","us","light"
"33028",2003-02-07,"sacramento","us","light"
"42913",2005-04-23,"peachtree city","us","light"
"19168",2000-01-21,"valencia&#44 carabobo (venezuela)",NA,"triangle"
"85499",2011-09-23,"grand rapids","us","diamond"
"3181",1997-10-19,"attleboro","us","light"
"27798",2004-01-07,"lambertville","us","changing"
"28192",2006-01-09,"bangalore (india)",NA,"cone"
